Contingency,DeviceName,DeviceType,Action
XPAN58,150904 PTMPL2 18 150908 PANDA_ 345 1,XFMR,OUT
XPAN88,140002 SHER1_ 138 140003 PSHRM_ 18 1,XFMR,OUT
XPAP85,160391 PAP1_P 34.5 160395 PAP1_1 138 1,XFMR,OUT
XPAU89,6048 PAUL2A 69 6050 LKPAULS4 138 1,XFMR,OUT
XPAW58,5725 PAWNEESW 345 5727 PAWNEESU 138 1,XFMR,OUT
XPAY89,11759 PAYNE1_ 13.2 24092 PAYSW2_ 1 1,XFMR,OUT
XPAY89,1759 PAYNE1_9 69 24092 PAYSW2_ 1 1,XFMR,OUT
XPAY89,1758 PAYNE1_8 138 24092 PAYSW2_ 1 1,XFMR,OUT
XPC155,131751 PC__PA 34.5 131753 PC_SOU 345 1,XFMR,OUT
XPC255,131752 PC__PA 34.5 131754 PC_SOU 345 2,XFMR,OUT
XPC355,131351 PC__PA 34.5 131352 PC_NOR 345 1,XFMR,OUT
XPC_55,131752 PC__PA 34.5 131754 PC_SOU 345 3,XFMR,OUT
XPE184,58959 PEARSAL 138 160075 PEARSA 13.8 1,XFMR,OUT
XPE284,58959 PEARSAL 138 160076 PEARSA 13.8 1,XFMR,OUT
XPE384,58959 PEARSAL 138 160077 PEARSA 13.8 1,XFMR,OUT
XPEA84,58959 PEARSAL 138 160074 PEARSA 13.8 1,XFMR,OUT
XPEA89,5893 PEARSALL 69 5895 PEARSALL 138 1,XFMR,OUT
XPED89,9118 PE_MB2 138 9119 PE_MB1 69 1,XFMR,OUT
XPH158,49049 P_H_R__ 23 49147 P_H_R__ 1 A3,XFMR,OUT
XPH158,42000 P_H_R__ 345 49147 P_H_R__ 1 A3,XFMR,OUT
XPH158,42015 P_H_R__ 138 49147 P_H_R__ 1 A3,XFMR,OUT
XPH255,140601 PH2_UN 34.5 140603 PH2_5 345 01,XFMR,OUT
XPH255,140602 PH2_UN 34.5 140603 PH2_5 345 02,XFMR,OUT
XPHR58,49026 P_H_R__ 23 49126 P_H_R__ 1 A1,XFMR,OUT
XPHR58,42000 P_H_R__ 345 49126 P_H_R__ 1 A1,XFMR,OUT
XPHR58,42015 P_H_R__ 138 49126 P_H_R__ 1 A1,XFMR,OUT
XPIT89,7119 L_PITSBU 69 7120 L_PITSBU 138 1,XFMR,OUT
XPLS89,3272 PALESTNE 138 3273 PALESTNE 69 1,XFMR,OUT
XPLV89,1450 PLEASVAL 138 1451 PLEASVAL 69 1,XFMR,OUT
XPRA89,7666 L_PRAIVI 69 7668 L_PRAIVI 138 1,XFMR,OUT
XPRS58,24094 PRSSW1_ 1 902135 PARIS_ 138 1,XFMR,OUT
XPRS58,1686 PARIS_SW 13.8 24094 PRSSW1_ 1 1,XFMR,OUT
XPRS58,1692 PARIS_SW 345 24094 PRSSW1_ 1 1,XFMR,OUT
XPTE58,2523 PL_TENNY 138 24095 PTENN1_ 1 1,XFMR,OUT
XPTE58,12523 PL_TENN 13.8 24095 PTENN1_ 1 1,XFMR,OUT
XPTE58,2522 PL_TENNY 345 24095 PTENN1_ 1 1,XFMR,OUT
SBRIATK9,32800 BRYN_BR 32864 BRYN_AT 1,LINE,OUT
SBRIJAC8,608 CRAFTON 620 BOWIE8 1,LINE,OUT
SBRIJAC8,608 CRAFTON 906516 PERCHH 1,LINE,OUT
SBRIJAC8,600 BRIDGEPOR 906516 PERCHH 1,LINE,OUT
SBRIJAC8,579 JCKCNTY8 600 BRIDGEPOR 1,LINE,OUT
SBRINAL9,32872 BRYN_NA 32877 BRYN_BR 1,LINE,OUT
SBRITUL5,79503 TULECNY 141301 BRISCO 1,LINE,OUT
SBRKBLP8,1593 BONHAM_P 1691 VALLYSES 1,LINE,OUT
SBRKBLP8,1593 BONHAM_P 6848 BNHMLKRC 1,LINE,OUT
SBRKBLP8,1593 BONHAM_P 1833 BRKSTN_T 1,LINE,OUT
SBRKBLP8,1776 PARIS_KC 902135 PARIS_ 1,LINE,OUT
SBRKBLP8,1776 PARIS_KC 1833 BRKSTN_T 1,LINE,OUT
SBRKBLP8,1833 BRKSTN_T 6840 BRKSTNRC 1,LINE,OUT
SBRKPAR9,1788 BRKSTON1 902424 HONEY_ 1,LINE,OUT
SBRKPAR9,1703 TOCO_9 1788 BRKSTON1 1,LINE,OUT
SBRLBAR9,118 BARTLETT 13647 BARTLET 1,LINE,OUT
SBRNBLN9,1662 BRNWD1_9 1666 BLANKET_ 1,LINE,OUT
SBRNBLU8,11335 BUCHRNC 79609 BLUEACR 1,LINE,OUT
SBRNCMN8,1441 COMCHESS 1661 BRNWD1_8 1,LINE,OUT
SBRNCMP8,1656 BRNWD_S_ 1657 CAMPBOW_ 1,LINE,OUT
SBRNCMP8,1656 BRNWD_S_ 1661 BRNWD1_8 1,LINE,OUT
SBRNCMP8,1655 BRNWDSW_ 1657 CAMPBOW_ 1,LINE,OUT
SBRNCMP8,1657 CAMPBOW_ 7386 L_CAMPBO 1,LINE,OUT
SBRNFHL9,1968 FRSTHILL 2159 BRYN_AV_ 1,LINE,OUT
SBRNFHL9,2159 BRYN_AV_ 2160 BRYN_AV_ 1,LINE,OUT
SBRNFHL9,2158 DUVAL1_9 2159 BRYN_AV_ 1,LINE,OUT
SBRNPB29,1202 WARDSS_9 11015 YUCCADR 1,LINE,OUT
SBRNPB29,1202 WARDSS_9 1203 BARNSLEY 1,LINE,OUT
SBRNPB29,1015 PERMIANB 1202 WARDSS_9 1,LINE,OUT
SBRNPB29,1202 WARDSS_9 900934 ROYALT 1,LINE,OUT
SBROALP9,6666 ALPINE2A 6674 BRONCO2A 1,LINE,OUT
SBROBL_9,8332 BROWN_SW 109020 BL__BL 1,LINE,OUT
SBROBRO9,8289 LAPALMA2 8331 BROWNSVL 1,LINE,OUT
SBROBRO9,8331 BROWNSVL 8332 BROWN_SW 1,LINE,OUT
SBROGRA8,79550 SU_GRAD 79551 SU_BROW 1,LINE,OUT
SBROLAS9,6674 BRONCO2A 132832 HOLMAN 1,LINE,OUT
SBROOAK8,9169 BRODIE 9247 OAKHILL 1,LINE,OUT
SBROSLA8,9169 BRODIE 9267 SLAUGHTR 1,LINE,OUT
SBRTGRM8,1599 BARTON_8 17019 GRAHAM_ 1,LINE,OUT
SBRTORA8,1571 ORAN1_8 1599 BARTON_8 1,LINE,OUT
SBRTTAY9,3647 BARTLETT 3648 GRANGER1 1,LINE,OUT
SBRTTAY9,3648 GRANGER1 3649 TAYLOR1_ 1,LINE,OUT
SBRTTAY9,3647 BARTLETT 13647 BARTLET 1,LINE,OUT
SBRTTAY9,3644 TEMPLE1_ 3645 LITRIVER 1,LINE,OUT
SBRTTAY9,3645 LITRIVER 3646 HOLLAND_ 1,LINE,OUT
SBRTTAY9,3646 HOLLAND_ 13647 BARTLET 1,LINE,OUT
SBRTVEN5,1906 VENUS_S5 11901 BRITNRD 1,LINE,OUT
SBRTWEB5,1904 WEBB3_5 11901 BRITNRD 1,LINE,OUT
SBRULAQ8,8297 BRUNI44A 80439 LAQUINT 1,LINE,OUT
SBRULOB8,5887 BRUNISW8 8297 BRUNI44A 1,LINE,OUT
SBRYGIB8,962 BRYAN_E_8 964 GIBN_CREK 1,LINE,OUT
SBRYGIB8,962 BRYAN_E_8 32896 BRYN_EA 1,LINE,OUT
SBRYPD28,2903 ENET1_8 2906 NNET1T_8 1,LINE,OUT
SBRYPD28,12445 MDLTM1_ 12903 ENETOH1 1,LINE,OUT
SBRYPD28,2861 NNET1_8 2906 NNET1T_8 1,LINE,OUT
SBRYPD28,2442 PARKDB1_ 12441 PARKD_1 1,LINE,OUT
SBRYPD28,2903 ENET1_8 12903 ENETOH1 1,LINE,OUT
SBRYPD28,12441 PARKD_1 12445 MDLTM1_ 1,LINE,OUT
SBRYPD28,2906 NNET1T_8 2907 BRYNST1_ 1,LINE,OUT
SBRYPD28,2445 PARKDB2_ 12441 PARKD_1 1,LINE,OUT
SBRYPDS8,2904 ENET2_8 12904 ENETOH2 1,LINE,OUT
SBRYPDS8,2445 PARKDB2_ 12442 PARKD_2 1,LINE,OUT
SBRYPDS8,2442 PARKDB1_ 12442 PARKD_2 1,LINE,OUT
SBRYPDS8,12446 MDLTM2_ 12904 ENETOH2 1,LINE,OUT
SBRYPDS8,12442 PARKD_2 12446 MDLTM2_ 1,LINE,OUT
SBRYPDS8,2904 ENET2_8 2908 BRYNST2_ 1,LINE,OUT
SBSPSGV8,2776 BCHSPG1T 2777 BCHSPG1_ 1,LINE,OUT
SBSPSGV8,2775 MSQT1_8 2776 BCHSPG1T 1,LINE,OUT
SBSPSGV8,2761 ESIDE4_8 2771 ESIDE2T_ 1,LINE,OUT
SBSPSGV8,2758 LARKINRD 2761 ESIDE4_8 1,LINE,OUT
SBSPSGV8,2756 MSQTE1_8 2771 ESIDE2T_ 1,LINE,OUT
SBSPSGV8,2771 ESIDE2T_ 2775 MSQT1_8 1,LINE,OUT
SBSPSGV8,2758 LARKINRD 2772 ESIDE2_8 1,LINE,OUT
SBSPSGV8,2434 SGVLSW1_ 2779 LAWSON1_ 1,LINE,OUT
SBSPSGV8,2776 BCHSPG1T 2779 LAWSON1_ 1,LINE,OUT
SBTECH25,110735 BTE_1_ 138 110736 BTE_1_ 345 A1,XFMR,OUT
SBTECH25,40255 CHAMBR_ 110736 BTE_1_ 1,LINE,OUT
SBTECHB5,110735 BTE_1_ 138 110737 BTE_2_ 345 A2,XFMR,OUT
SBTECHB5,40255 CHAMBR_ 110737 BTE_2_ 2,LINE,OUT
SBTHOD58,1111 BIG3ODTA 1113 ODESASW1 1,LINE,OUT
SBTHOD58,1056 NYLON_8 1112 BIG3OD_8 1,LINE,OUT
SBTHOD58,1027 ODESEHV_ 1111 BIG3ODTA 1,LINE,OUT
SBTHOD58,1019 MOSS_8 1113 ODESASW1 1,LINE,OUT
SBTHOD58,1056 NYLON_8 1111 BIG3ODTA 1,LINE,OUT
SBTPBNT8,1582 BENNETT_ 1590 BRDGPORT 1,LINE,OUT
SBTPBNT8,1565 BRDGPORT 1590 BRDGPORT 1,LINE,OUT
SBTPBNT8,570 WISECNTY 1565 BRDGPORT 1,LINE,OUT
SBTPEBP8,601 EBRIDGPOR 1590 BRDGPORT 1,LINE,OUT
SBTPKE19,8217 BTP2A 8240 KEPLER2A 1,LINE,OUT
SBTPKE29,8222 BTP2B 8240 KEPLER2A 2,LINE,OUT
SBUBCOR8,7102 L_SHERSH 7103 L_BUCKRA 1,LINE,OUT
SBUBCOR8,7087 L_CORONA 7103 L_BUCKRA 1,LINE,OUT
SBUCCOR9,7087 L_CORONA 138 7093 L_CORONA 69 4,XFMR,OUT
SBUCCOR9,7092 L_BUCHAN 7093 L_CORONA 1,LINE,OUT
SBUCSV29,65 SILVERCITY 110 BUCKHOLTS 1,LINE,OUT
SBUDTUR8,7498 L_BUDA__ 7500 L_TURNER 1,LINE,OUT
SBUEHAM8,8255 HAMILTON 8690 DEL_RIO4 2,LINE,OUT
SBUEHAM8,8688 BUENA_VI 8690 DEL_RIO4 2,LINE,OUT
SBUEPIC8,8684 PICACHO4 906494 BUENA_ 2,LINE,OUT
SBUFBLU8,66216 BLF_CRK 180455 BUFF_G 1,LINE,OUT
SBUFBLU8,6216 BLF_CRK4 66216 BLF_CRK 1,LINE,OUT
SBUKALB9,6205 THRM2A 6206 BUSHKNOB 1,LINE,OUT
SBUKALB9,6206 BUSHKNOB 6207 ALBANY2A 1,LINE,OUT
SBULMAR8,7356 L_MARSFO 7535 L_BULLHO 1,LINE,OUT
SBULWLV8,1301 WILLOWVA 131955 BULLCR 1,LINE,OUT
SLWSARG8,1974 HIGHL_W_ 1984 ARGYLE1_ 1,LINE,OUT
SLWSCR28,37080 TNTI___ 37100 TNSOUTH 1,LINE,OUT
SLWSCR28,2363 CRLTN_NW 37100 TNSOUTH 1,LINE,OUT
SLWSCRL5,646 LEWISVLSW 2361 CRLTN_NW 1,LINE,OUT
SLWSLW28,37050 TNHIGHL 37060 TNWEST_ 1,LINE,OUT
SLWSLW38,648 COPPELL 656 MOUND 1,LINE,OUT
SLWSLW38,656 MOUND 660 LEWISVILL 1,LINE,OUT
SLWSLW38,660 LEWISVILL 33645 LEWISVL 1,LINE,OUT
SLWSLW48,37060 TNWEST_ 37080 TNTI___ 1,LINE,OUT
SLWSLWS8,1970 HIGHL_E_ 907115 LEWISV 1,LINE,OUT
SLWSRNK5,1849 ROANOKE2 1853 ROANOKE2 1,LINE,OUT
SLWSRNK5,646 LEWISVLSW 1849 ROANOKE2 1,LINE,OUT
SLWSRNK5,1849 ROANOKE2 1851 ROANOKE1 1,LINE,OUT
SLWVLK38,37010 TNLAKEP 37080 TNTI___ 1,LINE,OUT
SLWVLKP8,1972 LEW_JNS_ 37010 TNLAKEP 1,LINE,OUT
SLWVLWS8,1973 LEW_JNSW 907115 LEWISV 1,LINE,OUT
SLYDCH28,41000 LYDELL_ 110665 CHE_2_ 04,LINE,OUT
SSKYROC8,170401 SKY1_G 13.8 170403 SKY1_8 138 1,XFMR,OUT
SSKYROC8,170402 SKY1_G 13.8 170403 SKY1_8 138 2,XFMR,OUT
SSKYROC8,7640 L_ROCKIS 170403 SKY1_8 1,LINE,OUT
SSKYSB28,1329 SPRABERY 71210 L_SKYWE 1,LINE,OUT
SSLAHIC8,9147 HICRSMB2 9267 SLAUGHTR 1,LINE,OUT
SSLALYT8,9075 LYTTON13 9267 SLAUGHTR 1,LINE,OUT
SSLSBUF8,79508 SLSRANC 79549 BUFFALO 1,LINE,OUT
XSA5N89,7191 L_SANMAR 69 7192 L_SANMAR 138 1,XFMR,OUT
XSAL258,77289 L_SALEM 13.2 777289 L_SALE 1 2,XFMR,OUT
XSAL258,7289 L_SALEM_ 138 777289 L_SALE 1 2,XFMR,OUT
XSAL258,7058 L_SALEM_ 345 777289 L_SALE 1 2,XFMR,OUT
XSCL289,110505 SCLPCO 138 110507 SCLPCO 69 1,XFMR,OUT
XSCO158,11318 SCURCNT 345 19750 SCURCNT 1 1,XFMR,OUT
XSCO158,19750 SCURCNT 1 900618 SCURCN 138 1,XFMR,OUT
XSCO158,18535 SCURCNT 13.8 19750 SCURCNT 1 1,XFMR,OUT
XSCO258,18536 SCURCNT 13.8 19751 SCURCNT 1 2,XFMR,OUT
XSCO258,11319 SCURCNT 138 19751 SCURCNT 1 2,XFMR,OUT
XSCO258,11318 SCURCNT 345 19751 SCURCNT 1 2,XFMR,OUT
XSH1R58,1918 SHRYAUTO 345 24036 SHRSW1_ 1 1,XFMR,OUT
XSH1R58,1920 SHRY_B8 138 24036 SHRSW1_ 1 1,XFMR,OUT
XSH1R58,11920 SHRY_B_ 13.8 24036 SHRSW1_ 1 1,XFMR,OUT
XSH2R58,1934 SHRYAUTO 345 24037 SHRSW2_ 1 2,XFMR,OUT
XSH2R58,1919 SHRY_A8 138 24037 SHRSW2_ 1 2,XFMR,OUT
XSH2R58,11921 SHRY_A_ 13.8 24037 SHRSW2_ 1 2,XFMR,OUT
XSI2L89,5930 PWRPLT69 69 59300 PWRPLAN 138 2,XFMR,OUT
XSK2Y58,5365 SKYSTAR2 1 5368 SKYLIN1_ 138 2,XFMR,OUT
XSK2Y58,5365 SKYSTAR2 1 5373 SKYAUTO2 13.8 2,XFMR,OUT
XSK2Y58,5365 SKYSTAR2 1 5371 SKYLINE_ 345 2,XFMR,OUT
XSKY258,5367 SKYSTAR4 1 5375 SKYAUTO4 13.8 4,XFMR,OUT
XSKY258,5367 SKYSTAR4 1 5370 SKYLIN4_ 138 4,XFMR,OUT
XSKY258,5367 SKYSTAR4 1 5371 SKYLINE_ 345 4,XFMR,OUT
XSNO389,32857 BRYN_SN 138 32865 BRYN_SN 69 1,XFMR,OUT
XSP2U89,356 SPUNKY8 138 904493 SPUNKY 69 2,XFMR,OUT
XSP2U89,356 SPUNKY8 138 357 SPUNKY9 69 1,XFMR,OUT
XSR2B89,49104 S_R_B__ 1 110005 SRB_SR 13.2 A1,XFMR,OUT
XSR2B89,41415 S_R_B__ 69 49104 S_R_B__ 1 A1,XFMR,OUT
XSR2B89,41400 S_R_B__ 138 49104 S_R_B__ 1 A1,XFMR,OUT
XST2E89,2318 STERRETT 69 903112 STERRE 138 1,XFMR,OUT
XSW2E58,180155 SWEETW 138 180164 SWEETW 345 2,XFMR,OUT
XTEL458,79618 TELPH_R 138 79630 TELPH_R 345 1,XFMR,OUT
XTM2P58,3420 TEMP_PEC 138 24038 TMPCR1_ 1 1,XFMR,OUT
XTM2P58,3412 TEMP_PEC 345 24038 TMPCR1_ 1 1,XFMR,OUT
XTM2P58,13420 TEMP_PE 13.8 24038 TMPCR1_ 1 1,XFMR,OUT
XTRS158,24112 TRSES6_ 1 120151 TRSES_ 22 1,XFMR,OUT
XTRS158,13125 TDADTMO 345 24112 TRSES6_ 1 1,XFMR,OUT
XTRS158,3125 TDADTMOD 138 24112 TRSES6_ 1 1,XFMR,OUT
XTRS158,3125 TDADTMOD 3127 TRINIDAD 1,LINE,OUT
XTRS258,3127 TRINIDAD 138 24048 TRSES7_ 1 3,XFMR,OUT
XTRS258,3124 TRINDAD2 345 24048 TRSES7_ 1 3,XFMR,OUT
XTRS258,24048 TRSES7_ 1 24140 TRINIDA 13.8 3,XFMR,OUT
XTWI158,77155 L_TWINB 1 77281 L_TWINB 13.2 1,XFMR,OUT
XTWI158,76011 L_TWINB 138 77155 L_TWINB 1 1,XFMR,OUT
XTWI158,76009 L_TWINB 345 77155 L_TWINB 1 1,XFMR,OUT
XTWI258,76011 L_TWINB 138 77156 L_TWINB 1 2,XFMR,OUT
XTWI258,77156 L_TWINB 1 77280 L_TWINB 13.2 2,XFMR,OUT
XTWI258,76009 L_TWINB 345 77156 L_TWINB 1 2,XFMR,OUT
XTYW289,3140 TYLERWES 69 24116 TYWST1_ 1 1,XFMR,OUT
XTYW289,3139 TYLERWES 138 24116 TYWST1_ 1 1,XFMR,OUT
XTYW289,3138 TYLERWT_ 13.2 24116 TYWST1_ 1 1,XFMR,OUT
XUVA189,8231 UVALDE2A 69 8234 UVALDE4A 138 1,XFMR,OUT
XVE2N58,11908 VENUS3_ 13.8 24117 VENSW3_ 1 3,XFMR,OUT
XVE2N58,1907 VENUS_N5 345 24117 VENSW3_ 1 3,XFMR,OUT
XVE2N58,1908 VENUS3_8 138 24117 VENSW3_ 1 3,XFMR,OUT
XVE2R89,6055 VERN2B 69 6060 VERN4A 138 1,XFMR,OUT
XVE3N58,11910 VENUS2_ 13.8 24041 VENSW1_ 1 1,XFMR,OUT
XVE3N58,1909 VENUS1_8 138 24041 VENSW1_ 1 1,XFMR,OUT
XVE3N58,1907 VENUS_N5 345 24041 VENSW1_ 1 1,XFMR,OUT
XVI2C89,8169 VICTORIA 69 8172 VICTORIA 138 1,XFMR,OUT
XWEB289,49087 WEBSTR_ 13 49178 49178_S 1 A1,XFMR,OUT
XWEB289,43500 WEBSTR_ 138 49178 49178_S 1 A1,XFMR,OUT
XWEB289,43510 WEBSTR_ 69 49178 49178_S 1 A1,XFMR,OUT
XWH2T58,244 WHITNYSTR 1 36997 WHNTY13 13.8 1,XFMR,OUT
XWH2T58,240 WHITNEY5 345 244 WHITNYSTR 1 1,XFMR,OUT
XWH2T58,241 WHITNEY8 138 244 WHITNYSTR 1 1,XFMR,OUT
XWH2T58,241 WHITNEY8 3546 WHITNEY_ 1,LINE,OUT
XWI2N89,37900 TNWINK_ 138 37920 TNWINK_ 69 1,XFMR,OUT
XWIN289,18539 WINKSS2 13.8 24007 WINKSS2 1 3,XFMR,OUT
XWIN289,1075 WINKSS_9 69 24007 WINKSS2 1 3,XFMR,OUT
XWIN289,1074 WINKSS_8 138 24007 WINKSS2 1 2,XFMR,OUT
XWIN389,1074 WINKSS_8 138 1075 WINKSS_9 69 1,XFMR,OUT
XWIN489,37900 TNWINK_ 138 37920 TNWINK_ 69 2,XFMR,OUT
XWL2V58,2398 WLEVEE1_ 345 24002 WLVEE1_ 1 1,XFMR,OUT
XWL2V58,24002 WLVEE1_ 1 903418 WLEVEE 138 1,XFMR,OUT
XWL2V58,12479 WLEVEE_ 13.8 24002 WLVEE1_ 1 1,XFMR,OUT
XWL2V58,2400 WLEVEE_W 903418 WLEVEE 1,LINE,OUT
XWLV158,12480 WLEVEE_ 13.8 24003 WLVEE2_ 1 1,XFMR,OUT
XWLV158,2398 WLEVEE1_ 345 24003 WLVEE2_ 1 1,XFMR,OUT
XWLV158,2480 WLEVEE_2 138 24003 WLVEE2_ 1 1,XFMR,OUT
XWLV258,18537 WILLOWV 13.8 24046 WLVSW1_ 1 3,XFMR,OUT
XWLV258,1301 WILLOWVA 138 24046 WLVSW1_ 1 3,XFMR,OUT
XWLV258,1302 WILLOWVA 345 24046 WLVSW1_ 1 3,XFMR,OUT
XW_2D58,986 W_DENT_8 138 998 W_DENT_2 1 1,XFMR,OUT
XW_2D58,984 W_DENT_T1 12.4 998 W_DENT_2 1 1,XFMR,OUT
XW_2D58,988 W_DENT_5 345 998 W_DENT_2 1 1,XFMR,OUT
XYE2L89,6363 YELWJCKT 69 6364 YELWJCKT 138 1,XFMR,OUT
XZEN258,49085 ZENITH_ 23 49185 ZENITH_ 1 A1,XFMR,OUT
XZEN258,44910 ZENITH_ 138 49185 ZENITH_ 1 A1,XFMR,OUT
XZEN258,44900 ZENITH_ 345 49185 ZENITH_ 1 A1,XFMR,OUT
XZOR258,77180 L_ZORN_ 13.2 777182 L_ZORN 1 3,XFMR,OUT
XZOR258,7180 L_ZORN__ 138 777182 L_ZORN 1 3,XFMR,OUT
XZOR258,7042 L_ZORN__ 345 777182 L_ZORN 1 3,XFMR,OUT
DADEWES8,5754 ADERHOLD 8360 ELSA4A 1,LINE,OUT
DADEWES8,8354 WESLACO4 8360 ELSA4A 1,LINE,OUT
DADEWES8,5754 ADERHOLD 8963 HEC4A 1,LINE,OUT
DAD_BY_8,45640 ALDINE_ 46281 RITTEN8 86,LINE,OUT
DAD_BY_8,45670 BERRY__ 45840 HARDY__ 95,LINE,OUT
DAD_BY_8,45840 HARDY__ 46281 RITTEN8 86,LINE,OUT
DAD_BY_8,45840 HARDY__ 45850 HARDY__ 21,LINE,OUT
DAD_CS_8,40390 CROSBY_ 138 40393 CROSBY_ 34.5 1,XFMR,OUT
DAD_CS_8,45821 GREENS8 905528 LOCKWD 86,LINE,OUT
DAD_CS_8,41150 NEWPRT_ 905528 LOCKWD 86,LINE,OUT
DAD_CS_8,40390 CROSBY_ 41150 NEWPRT_ 86,LINE,OUT
DAD_CS_8,40390 CROSBY_ 40391 CROSBY_ 66,LINE,OUT
DAD_CS_8,45640 ALDINE_ 45821 GREENS8 86,LINE,OUT
DAD_CS_8,40390 CROSBY_ 40392 CROSBY_ 19,LINE,OUT
DAD_CS_8,46032 LOCKWD8 46331 SCENIC8 86,LINE,OUT
DEDISMO5,60515 CLEARCR 60703 GAUSS7D 1,LINE,OUT
DEDISMO5,6104 SMOKYHIL 60515 CLEARCR 1,LINE,OUT
DEDISMO5,60500 EDITHCL 60702 GAUSS7C 1,LINE,OUT
DELMELM5,5133 ELMCREEK 5371 SKYLINE_ 2,LINE,OUT
DELMELM5,5133 ELMCREEK 5371 SKYLINE_ 1,LINE,OUT
DELMMAR5,5133 ELMCREEK 7044 L_MARION 1,LINE,OUT
DELMMAR5,5133 ELMCREEK 7044 L_MARION 2,LINE,OUT
DELMSAN5,5133 ELMCREEK 5901 MIGUEL5 2,LINE,OUT
DELMSAN5,5133 ELMCREEK 5901 MIGUEL5 1,LINE,OUT
DELMSTP5,5915 SO_TEX__ 44000 W_A_P__ 39,LINE,OUT
DELMSTP5,5133 ELMCREEK 5915 SO_TEX__ 1,LINE,OUT
DELMTEX5,5133 ELMCREEK 5915 SO_TEX__ 2,LINE,OUT
DELMTEX5,5133 ELMCREEK 5915 SO_TEX__ 1,LINE,OUT
DEMSCMT8,1955 CALMONT1 2087 WHILL1_8 1,LINE,OUT
DEMSCMT8,1954 WHITEST_ 902905 SANSOM 1,LINE,OUT
DEMSCMT8,1865 MORRIS_D 2085 SANSOM1_ 1,LINE,OUT
DEMSCMT8,1954 WHITEST_ 2087 WHILL1_8 1,LINE,OUT
DEMSCMT8,1975 WSMSW_T8 2088 WHILL2_8 1,LINE,OUT
DEMSCMT8,1975 WSMSW_T8 2085 SANSOM1_ 1,LINE,OUT
DEMSCMT8,1955 CALMONT1 2088 WHILL2_8 1,LINE,OUT
DEMSCMT8,1865 MORRIS_D 11860 EAGLEMN 1,LINE,OUT
DEMSCMT8,1953 WHITESTW 1954 WHITEST_ 1,LINE,OUT
DEMSCMT8,1860 EAGLEMNT 2086 SANSOM2_ 1,LINE,OUT
DEMSHC18,1592 WTHFRDSS 15015 FLAT_RC 1,LINE,OUT
DEMSHC18,1860 EAGLEMNT 2082 HICKS_SW 1,LINE,OUT
DEMSHC18,1860 EAGLEMNT 11860 EAGLEMN 1,LINE,OUT
DEMSHC18,2062 AZLE1_8 15015 FLAT_RC 1,LINE,OUT
DEMSHC18,1860 EAGLEMNT 2062 AZLE1_8 1,LINE,OUT
DEMSHCK5,1436 PARKER_5 1859 EAGLEMNT 1,LINE,OUT
DEMSHCK5,1859 EAGLEMNT 2081 HICKS_SW 1,LINE,OUT
DEMSHCK8,1582 BENNETT_ 17001 DACTUR2 1,LINE,OUT
DEMSHCK8,568 PEDENROAD 11860 EAGLEMN 1,LINE,OUT
DEMSHCK8,2082 HICKS_SW 12065 EGLMTLA 1,LINE,OUT
DEMSHCK8,1570 RHOME_8 1594 DECATUR_ 1,LINE,OUT
DEMSHCK8,568 PEDENROAD 1570 RHOME_8 1,LINE,OUT
DEMSHCK8,1582 BENNETT_ 1594 DECATUR_ 1,LINE,OUT
DEMSHCK8,12065 EGLMTLA 12066 EMMC2_8 1,LINE,OUT
DEMSHCK8,1594 DECATUR_ 901830 DE_EMG 1,LINE,OUT
DEMSHCK8,11860 EAGLEMN 12065 EGLMTLA 1,LINE,OUT
DEMSPKR5,1436 PARKER_5 1859 EAGLEMNT 1,LINE,OUT
DEMSPKR5,1436 PARKER_5 2081 HICKS_SW 1,LINE,OUT
DEMSSAG8,1864 MORRIS_D 11860 EAGLEMN 1,LINE,OUT
DEMSSAG8,1860 EAGLEMNT 2065 EMCS1_8 1,LINE,OUT
DEMSSAG8,2065 EMCS1_8 2066 ROSEN1_T 1,LINE,OUT
DEMSSAG8,2066 ROSEN1_T 2068 ROSEN1_8 1,LINE,OUT
DEMSSAG8,2066 ROSEN1_T 2070 BLUEMD2_ 1,LINE,OUT
DEMSSAG8,1957 SAGINAW1 2067 ROSEN2_T 1,LINE,OUT
DEMSSAG8,2067 ROSEN2_T 2069 ROSEN2_8 1,LINE,OUT
DEMSSAG8,1864 MORRIS_D 2067 ROSEN2_T 1,LINE,OUT
DEMSSAG8,1957 SAGINAW1 2070 BLUEMD2_ 1,LINE,OUT
DENCSKY8,5208 HILLCTY4 5220 HOLLYWD 1,LINE,OUT
DENCSKY8,5140 ENCINO 5369 SKYLIN3_ 1,LINE,OUT
DENTSCS5,3116 MTENTRPR 3124 TRINDAD2 1,LINE,OUT
DENTSCS5,3100 MARTINLK 3109 STRYKER_ 1,LINE,OUT
DEULLIG8,2016 EULESS_8 15011 DFW_DW2 1,LINE,OUT
DEULLIG8,2006 IRVVALVW 15000 DFW_EE1 1,LINE,OUT
DEULLIG8,15005 DFW_SE1 15010 DFW_DW1 1,LINE,OUT
DEULLIG8,2009 DFW_SW_8 15011 DFW_DW2 1,LINE,OUT
DEULLIG8,2009 DFW_SW_8 15001 DFW_EE2 1,LINE,OUT
DEULLIG8,1924 LIGGETT_ 2006 IRVVALVW 1,LINE,OUT
DEULLIG8,1922 LIGGETT_ 15001 DFW_EE2 1,LINE,OUT
